ProgramSection,ProgramSubSection,Activity,AgeGroup,Location,CourseCode,CourseComments,CourseDayofWeek,CourseDate,CourseTime
Aquatics,Schoolage Aquatics,Canadian Swim Patrol - Star,7-13 years,Victoria Road Recreation Centre,166393,Combined with Rookie & Ranger  No class Aug 4,Mon-Fri,Jul 28-Aug 8,9:30-10:30 a.m.
Aquatics,Family Lessons,"Family A (Sea Otter, Salamander, Sunfish, Crocodile)",3-6 years,West End Community Centre,166396,,Mon-Fri,Jul14-24,9:30-10:15 a.m.
Aquatics,Family Lessons,"Family A (Sea Otter, Salamander, Sunfish, Crocodile)",3-6 years,West End Community Centre,166397,,Mon-Fri,Aug11-21,9:30-10:15 a.m.
Aquatics,Family Lessons,"Family A (Sea Otter, Salamander, Sunfish, Crocodile)",3-6 years,West End Community Centre,166398,,Mon-Fri,Jul14-24,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family A (Sea Otter, Salamander, Sunfish, Crocodile)",3-6 years,West End Community Centre,166399,,Mon-Fri,Aug11-21,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family Advanced (Swim Kids 7,8,9.10)",6-12 years,West End Community Centre,166400,,Mon-Fri,Jul14-24,9:30-10:30 a.m.
Aquatics,Family Lessons,"Family Advanced (Swim Kids 7,8,9.10)",6-12 years,West End Community Centre,166401,,Mon-Fri,Aug11-21,9:30-10:30 a.m.
Aquatics,Family Lessons,"Family Advanced (Swim Kids 7,8,9.10)",6-12 years,West End Community Centre,166402,,Mon-Fri,Jul14-24,9:30-10:30 a.m.
Aquatics,Family Lessons,"Family Advanced (Swim Kids 7,8,9.10)",6-12 years,West End Community Centre,166403,,Mon-Fri,Aug11-21,9:30-10:30 a.m.
Aquatics,Family Lessons,"Family B (Swim Kids1,2,3,4, Whale)",5-12 years,West End Community Centre,166404,,Mon-Fri,Jul14-24,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family B (Swim Kids1,2,3,4, Whale)",5-12 years,West End Community Centre,166405,,Mon-Fri,Jul14-24,9:30-10:15 a.m.
Aquatics,Family Lessons,"Family B (Swim Kids1,2,3,4, Whale)",5-12 years,West End Community Centre,166406,,Mon-Fri,Aug11-21,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family B (Swim Kids1,2,3,4, Whale)",5-12 years,West End Community Centre,166407,,Mon-Fri,Aug11-21,9:30-10:15 a.m.
Aquatics,Family Lessons,"Family B (Swim Kids1,2,3,4, Whale)",5-12 years,West End Community Centre,166408,,Mon-Fri,Jul14-24,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family B (Swim Kids1,2,3,4, Whale)",5-12 years,West End Community Centre,166409,,Mon-Fri,Aug11-21,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family C (Swim Kids 5, Swim Kids 6)",6-12 years,West End Community Centre,166410,,Mon-Fri,Jul14-24,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family C (Swim Kids 5, Swim Kids 6)",6-12 years,West End Community Centre,166411,,Mon-Fri,Jul14-24,9:30-10:15 a.m.
Aquatics,Family Lessons,"Family C (Swim Kids 5, Swim Kids 6)",6-12 years,West End Community Centre,166412,,Mon-Fri,Aug11-21,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family C (Swim Kids 5, Swim Kids 6)",6-12 years,West End Community Centre,166413,,Mon-Fri,Aug11-21,9:30-10:15 a.m.
Aquatics,Family Lessons,"Family C (Swim Kids 5, Swim Kids 6)",6-12 years,West End Community Centre,166414,,Mon-Fri,Jul14-24,8:45-9:30 a.m.
Aquatics,Family Lessons,"Family C (Swim Kids 5, Swim Kids 6)",6-12 years,West End Community Centre,166415,,Mon-Fri,Aug11-21,8:45-9:30 a.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,166416,,Tue/Thu,Aug5-28,7:30-8 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,166417,,Tue/Thu,Aug5-28,7:30-8 p.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,166419,,Mon-Fri,Jul14-24,9:30-10 a.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,166420,,Mon-Fri,Jul14-24,10:30-11 a.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,166424,,Mon-Fri,Jul 28-Aug 8,9:30-10 a.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,166425,,Mon-Fri,Jul 28-Aug 8,10:30-11 a.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,166429,,Mon-Fri,Aug11-21,10:30-11 a.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,166434,,Mon-Fri,Aug11-21,9:30-10 a.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,166435,,Mon-Fri,Jul 28-Aug 8,9-9:30 a.m.
Aquatics,Private Aquatic Lessons,Privates - VRRC,3+ years,Victoria Road Recreation Centre,166443,,Mon,Jun 30-Aug 25,6:30-7 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-15 years,West End Community Centre,166445,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9:30-10 a.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-15 years,West End Community Centre,166446,No class Aug 4,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-15 years,West End Community Centre,166450,No class Aug 4,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-100 years,West End Community Centre,166451,No class Aug 4,Wed/Mon,Jul 30-Aug 27,7:30-8 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-100 years,West End Community Centre,166452,Lap Pool is not available for half the class.  Recommend Level 3 and lower,Tue/Thu,Aug5-28,8-8:30 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-100 years,West End Community Centre,166453,Lap Pool is not available for half the class.  Recommend Level 3 and lower,Tue/Thu,Aug5-28,8-8:30 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-100 years,West End Community Centre,166454,,Tue/Thu,Aug5-28,4:30-5 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-100 years,West End Community Centre,166455,,Tue/Thu,Aug5-28,4:30-5 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-100 years,West End Community Centre,166456,,Tue/Thu,Aug5-28,4:45-5:15 p.m.
Aquatics,Private Aquatic Lessons,Privates - WECC,3-100 years,West End Community Centre,166457,,Tue/Thu,Aug5-28,4:15-4:45 p.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,Victoria Road Recreation Centre,166461,Combined with Whale,Mon-Fri,Jul14-24,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,Victoria Road Recreation Centre,166462,Combined with Whale  No class Aug 4,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,Victoria Road Recreation Centre,166463,Combined with Whale,Mon-Fri,Aug11-21,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,Victoria Road Recreation Centre,166464,,Thu/Tue,Jul3-31,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,West End Community Centre,166465,No class Aug 4  Combined with Whale,Mon-Fri,Jul 28-Aug 8,8:30-9 a.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,West End Community Centre,166466,Combined with Whale,Tue/Thu,Aug5-28,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Crocodile,3-6 years,West End Community Centre,166467,Combined with Whale  No class Aug 4,Wed/Mon,Jul 30-Aug 27,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,Victoria Road Recreation Centre,166468,Combined with Starfish & Sea Turtle,Mon-Fri,Jul14-24,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,Victoria Road Recreation Centre,166469,Combined with Starfish & Sea Turtle,Mon-Fri,Jun 30-Jul 11,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,West End Community Centre,166470,Combined with Starfish,Tue/Thu,Aug5-28,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,West End Community Centre,166471,Combined with Sea Turtle,Tue/Thu,Aug5-28,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Duck,12-24mos,West End Community Centre,166472,Combined with Starfish  No class Aug 4,Wed/Mon,Jul 30-Aug 27,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,166473,,Mon-Fri,Jul14-24,9-9:30 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,166474,No class Aug 5,Mon-Fri,Jul 28-Aug 8,9-9:30 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,166475,,Mon-Fri,Aug11-21,9-9:30 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,166477,,Mon-Fri,Jul14-24,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,166478,No class Aug 4,Mon-Fri,Jul 28-Aug 8,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,Victoria Road Recreation Centre,166479,,Tue/Thu,Aug5-28,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,West End Community Centre,166481,No class Aug 4,Mon-Fri,Jul 28-Aug 8,8:30-9 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,West End Community Centre,166482,No class Aug 4,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,West End Community Centre,166484,Combined with Sunfish  No class Aug 4,Wed/Mon,Jul 30-Aug 27,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,West End Community Centre,166485,Combined with Sunfish  No class Aug 4,Wed/Mon,Jul 30-Aug 27,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Salamander,3-6 years,West End Community Centre,166486,Combined with Sunfish,Tue/Thu,Aug5-28,5-5:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,West End Community Centre,166487,No class Aug 4,Wed/Mon,Jul 30-Aug 27,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,West End Community Centre,166488,,Tue/Thu,Aug5-28,7:30-8 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,West End Community Centre,166489,,Tue/Thu,Aug5-28,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,West End Community Centre,166490,No class Aug 4,Mon-Fri,Jul 28-Aug 8,8:30-9 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,West End Community Centre,166491,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9:30-10 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,166492,,Tue/Thu,Aug5-28,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,166493,,Tue/Thu,Aug5-28,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,166494,,Mon-Fri,Jul14-24,9:30-10 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,166495,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9:30-10 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,166496,,Mon-Fri,Aug11-21,9:30-10 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,166497,,Mon-Fri,Jul14-24,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,166498,No class Aug 4,Mon-Fri,Jul 28-Aug 8,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Sea Otter,3-6 years,Victoria Road Recreation Centre,166499,,Mon-Fri,Aug11-21,10:30-11 a.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,West End Community Centre,166501,Combined with Duck,Tue/Thu,Aug5-28,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,Victoria Road Recreation Centre,166502,No class Aug 4  Combined with Starfish & Duck,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Sea Turtle,24-36mos,West End Community Centre,166503,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9-9:30 a.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,Victoria Road Recreation Centre,166504,Combined with Sea Turle & Duck  No class Aug 4,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,Victoria Road Recreation Centre,166505,Combined with Sea Turtle & Duck,Mon-Fri,Jul14-24,10-10:30 a.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,West End Community Centre,166506,Combined with Duck,Tue/Thu,Aug5-28,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Starfish,4-12mos,West End Community Centre,166507,Combined with Duck  No class Aug 4,Wed/Mon,Jul 30-Aug 27,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,166508,,Mon-Fri,Jul14-24,9:30-10 a.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,166509,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9:30-10 a.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,166510,,Mon-Fri,Aug11-21,9:30-10 a.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,Victoria Road Recreation Centre,166514,8 lessons,Tue/Thu,Aug5-28,6:30-7 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,West End Community Centre,166515,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9-9:30 a.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,West End Community Centre,166516,Combined with Salamander  No class Aug 4  8 Lessons,Wed/Mon,Jul 30-Aug 27,7-7:30 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,West End Community Centre,166517,Combined with Salamander,Tue/Thu,Aug5-28,6-6:30 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,West End Community Centre,166518,Combined with Salamander  No class Aug 4,Wed/Mon,Jul 30-Aug 27,5:30-6 p.m.
Aquatics,Preschool Aquatics,RC Sunfish,3-6 years,West End Community Centre,166519,Combined with Salamander,Tue/Thu,Aug5-28,5-5:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,166520,,Mon-Fri,Jul14-24,9:30-10 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,166521,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9:30-10 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,166522,,Mon-Fri,Aug11-21,9:30-10 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,166523,,Mon-Fri,Jul14-24,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,166524,Combined with Swim Kids 2  No class Aug 4,Mon-Fri,Jul 28-Aug 8,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,166525,,Tue/Thu,Aug5-28,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,166526,Combined with Swim Kids 2,Mon-Fri,Aug11-21,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,Victoria Road Recreation Centre,166527,,Tue/Thu,Aug5-28,5:30-6 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,West End Community Centre,166529,No class Aug 4,Mon-Fri,Jul 28-Aug 8,10-10:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,West End Community Centre,166530,Combined with Swim Kids 2  No class Aug 4,Wed/Mon,Jul 30-Aug 27,6-6:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,West End Community Centre,166531,Combined with Swim Kids 2,Tue/Thu,Aug5-28,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids  1,5-12 years,West End Community Centre,166532,Combined with Swim Kids 2,Tue/Thu,Aug5-28,5:30-6 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 10,6-12 years,Victoria Road Recreation Centre,166533,Combined with Swim Kids 9,Tue,Jul 8-Aug 26,7-8 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 10,6-12 years,Victoria Road Recreation Centre,166534,Combined with Swim Kids 9  No class Aug 4,Mon-Fri,Jul 28-Aug 8,10-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 10,6-12 years,Victoria Road Recreation Centre,166535,Combined with Swim Kids 9,Mon-Fri,Aug11-21,10-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 10,6-12 years,West End Community Centre,166537,Combined with Swim Kids 9  No class Aug 4,Wed/Mon,Jul 30-Aug 27,4:30-5:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 10,6-12 years,West End Community Centre,166538,Combined with Swim Kids 9,Tue/Thu,Aug5-28,7-8 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 10,6-12 years,West End Community Centre,166539,Combined with Swim Kids 9  No class Aug 4,Mon-Fri,Jul 28-Aug 8,10:30-11:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,166540,,Mon-Fri,Jul14-24,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,166541,Combined with Swim Kids 1,Mon-Fri,Aug11-21,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,166542,,Mon-Fri,Jul14-24,9:30-10 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,166543,No class Aug 4  Combined with Swim Kids 1,Mon-Fri,Jul 28-Aug 8,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,166544,Combined with Swim Kids 1,Mon-Fri,Aug11-21,9:30-10 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,166545,,Tue/Thu,Aug5-28,5:30-6 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-12 years,Victoria Road Recreation Centre,166546,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9:30-10 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-13 years,West End Community Centre,166547,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9-9:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-13 years,West End Community Centre,166548,Combined with Swim Kids 1  No class Aug 4,Wed/Mon,Jul 30-Aug 27,6-6:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-13 years,West End Community Centre,166549,Combined with Swim Kids 1,Tue/Thu,Aug5-28,7-7:30 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 2,5-13 years,West End Community Centre,166550,Combined with Swim Kids 1,Tue/Thu,Aug5-28,5:30-6 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,166551,,Mon-Fri,Aug11-21,9-9:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,166552,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9-9:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,166553,,Mon-Fri,Jul14-24,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,166554,No class Aug 4,Mon-Fri,Jul 28-Aug 8,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,166555,,Mon-Fri,Aug11-21,10:30-11 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,166556,,Mon-Fri,Jul14-24,9-9:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,Victoria Road Recreation Centre,166557,,Tue/Thu,Aug5-28,6:30-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,West End Community Centre,166558,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9:30-10 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,West End Community Centre,166559,Combined with Swim Kids 4  No class Aug 4  8 Lessons,Wed/Mon,Jul 30-Aug 27,6:30-7 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,West End Community Centre,166560,Combined with Swim Kids 4,Tue/Thu,Aug5-28,7:30-8 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 3,5-12 years,West End Community Centre,166561,Combined with Swim Kids 4  No class Aug 4,Wed/Mon,Jul 30-Aug 27,4:30-5 p.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,166562,,Mon-Fri,Jul14-24,9-9:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,166563,No class Aug 4,Mon-Fri,Jul 28-Aug 8,9-9:30 a.m.
Aquatics,Schoolage Aquatics,RC Swim Kids 4,5-12 years,Victoria Road Recreation Centre,166564,,Mon-Fri,Jul14-24,10-10:30 a.m.
